sensor,timestamp,moisture,below_30,day_of_week,hour_of_day,month,year,time_of_day
sensor4,2024-01-05 20:15:44.375020,0.84,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.385265,0.34,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.385265,0.7,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.385265,0.31,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.385265,0.65,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.395167,0.15,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.395167,0.57,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.395167,0.74,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.395167,0.4,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.404672,0.77,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.404672,0.51,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.404672,0.02,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.404672,0.1,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.414898,0.18,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.414898,0.59,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.414898,0.89,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.414898,0.75,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.424905,0.88,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.424905,0.73,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.424905,0.72,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.424905,0.85,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.434533,0.71,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.434533,0.24,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.434533,0.71,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.434533,0.43,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.445256,0.97,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.445256,0.63,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.445256,0.52,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.445256,0.73,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.455868,0.4,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.455868,0.02,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.455868,0.02,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.455868,0.81,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.464906,0.1,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.464906,0.84,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.464906,0.41,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.464906,0.93,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.476293,0.93,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.476293,0.56,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.476293,0.93,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.476293,0.04,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.485739,0.72,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.485739,0.72,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.485739,0.27,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.485739,0.63,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.496339,0.72,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.496339,0.6,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.496339,0.51,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.496339,0.66,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.506899,0.05,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.506899,0.35,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.506899,0.68,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.506899,0.86,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.516651,0.17,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.516651,0.77,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.516651,0.21,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.516651,0.54,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.527142,0.76,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.527142,0.04,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.527142,0.35,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.527142,0.73,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.537514,0.27,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.537514,0.88,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.537514,0.75,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.537514,0.05,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.547034,0.05,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.547034,0.07,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.547034,0.51,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.547034,0.33,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.557642,0.27,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.557642,0.44,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.557642,0.64,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.557642,0.11,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.567598,0.23,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.567598,0.65,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.567598,0.68,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.567598,0.47,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.578170,0.97,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.578170,0.94,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.578170,0.6,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.578170,0.9,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.589590,0.15,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.589590,0.07,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.589590,0.3,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.589590,0.33,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.596093,0.65,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.596093,0.24,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.596093,0.85,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.596093,0.05,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.602368,0.77,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.602368,0.69,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.602368,0.27,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.602368,0.97,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.608945,0.44,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.608945,0.94,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.608945,0.48,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.608945,0.56,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.615670,0.75,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.615670,0.47,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.615670,0.92,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.615670,0.4,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.626045,0.09,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.626045,0.51,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.626045,0.32,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.626045,0.78,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.637725,0.95,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.637725,1.0,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.637725,0.37,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.637725,0.68,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.649926,0.0,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.649926,0.66,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.649926,0.1,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.649926,0.08,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.659746,0.33,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.659746,0.62,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.659746,0.6,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.659746,0.8,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.669866,0.53,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.669866,0.32,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.669866,0.2,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.669866,0.06,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.679317,0.36,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.679317,0.53,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.679317,0.39,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.679317,0.14,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.688727,0.26,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.688727,0.87,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.688727,0.77,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.688727,0.58,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.700494,0.08,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.700494,0.66,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.700494,0.0,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.700494,0.24,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.709961,0.7,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.709961,0.01,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.709961,0.96,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.709961,0.95,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.719323,0.62,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.719323,0.11,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.719323,0.22,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.719323,0.87,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.730249,0.58,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.730249,0.82,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.730249,0.23,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.730249,0.12,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.740728,0.98,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.740728,0.23,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.740728,0.12,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.740728,0.63,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.753752,0.81,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.753752,0.54,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.753752,0.55,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.753752,0.9,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.764317,0.74,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.764317,0.73,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.764317,0.69,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.764317,0.15,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.775939,0.81,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.775939,0.18,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.775939,0.29,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.775939,0.64,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.787348,0.87,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.787348,0.24,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.787348,0.36,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.787348,0.78,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.796989,0.59,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.796989,0.5,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.796989,0.09,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.796989,0.25,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.807047,0.42,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.807047,0.46,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.807047,0.01,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.807047,0.64,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.816701,0.01,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.816701,0.35,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.816701,0.73,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.816701,0.98,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.825813,0.04,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.825813,0.65,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.825813,0.79,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.825813,0.15,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.835391,0.97,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.835391,0.66,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.835391,0.76,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.835391,0.6,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.844837,0.57,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.844837,0.44,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.844837,0.25,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.844837,0.61,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.855012,0.58,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.855012,0.48,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.855012,0.72,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.855012,0.2,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.864100,0.72,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.864100,0.3,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.864100,0.49,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.864100,0.69,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.873776,0.26,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.873776,0.52,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.873776,0.59,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.873776,0.14,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.883099,0.18,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.883099,0.75,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.883099,0.77,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.883099,0.76,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.892522,0.1,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.892522,0.61,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.892522,0.88,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.892522,0.98,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.902386,0.37,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.902386,0.28,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.902386,0.17,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.902386,0.23,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.913394,0.59,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.913394,0.77,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.913394,0.85,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.913394,0.71,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.923166,0.03,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.923166,0.08,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.923166,0.69,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.923166,0.22,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.932733,0.17,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.932733,0.87,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.932733,0.91,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.932733,0.28,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.942723,0.27,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.942723,0.88,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.942723,0.46,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.942723,0.41,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.952562,0.89,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.952562,0.02,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.952562,0.71,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.952562,0.22,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.962652,0.31,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.962652,0.25,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.962652,0.72,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.962652,0.87,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.972805,0.8,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.972805,0.83,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.972805,0.53,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.972805,0.2,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.983420,0.74,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.983420,0.05,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.983420,0.92,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.983420,0.42,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:44.992632,0.76,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:44.992632,0.74,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:44.992632,0.5,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:44.992632,0.67,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.002802,0.29,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.002802,0.84,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.002802,0.52,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.002802,0.89,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.015818,0.44,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.015818,0.86,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.015818,0.39,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.015818,0.85,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.025153,0.05,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.025153,0.1,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.025153,0.81,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.025153,0.78,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.035605,0.94,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.035605,0.37,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.035605,0.43,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.035605,0.73,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.045133,0.42,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.045133,0.91,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.045133,0.37,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.045133,0.54,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.057889,0.82,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.057889,0.36,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.057889,0.47,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.057889,1.0,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.068480,0.77,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.068480,0.65,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.068480,0.01,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.068480,0.01,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.078876,0.58,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.078876,0.32,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.078876,0.33,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.078876,0.48,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.089767,0.79,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.089767,0.92,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.089767,1.0,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.089767,0.52,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.099705,0.8,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.099705,0.29,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.099705,0.73,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.099705,0.62,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.105352,0.05,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.105352,0.29,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.105352,0.68,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.105352,0.16,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.111057,0.45,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.111057,0.15,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.111057,0.62,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.111057,0.93,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.117065,0.73,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.117065,0.01,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.117065,0.35,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.117065,0.87,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.126212,0.9,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.126212,0.17,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.126212,0.54,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.126212,0.04,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.135584,0.84,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.135584,0.64,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.135584,0.98,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.135584,0.48,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.144671,0.66,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.144671,0.5,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.144671,0.96,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.144671,0.26,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.153960,0.79,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.153960,0.86,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.153960,0.67,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.153960,0.88,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.162899,0.67,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.162899,0.32,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.162899,0.99,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.162899,0.29,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.171895,0.99,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.171895,0.81,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.171895,0.97,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.171895,0.41,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.181102,0.12,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.181102,0.84,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.181102,0.72,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.181102,0.89,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.192844,0.33,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.192844,0.92,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.192844,0.21,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.192844,0.27,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.209449,0.34,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.209449,0.9,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.209449,0.76,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.209449,0.6,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.223195,0.18,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.223195,0.58,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.223195,0.09,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.223195,0.93,0,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.237440,0.76,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.237440,0.22,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.237440,0.41,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.237440,0.13,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.248079,0.99,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.248079,0.1,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.248079,0.51,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.248079,0.02,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.261707,0.91,0,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.261707,0.15,1,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.261707,0.83,0,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.261707,0.06,1,4,20,1,2024,evening
sensor1,2024-01-05 20:15:45.275480,0.03,1,4,20,1,2024,evening
sensor2,2024-01-05 20:15:45.275480,0.46,0,4,20,1,2024,evening
sensor3,2024-01-05 20:15:45.275480,0.18,1,4,20,1,2024,evening
sensor4,2024-01-05 20:15:45.275480,0.27,1,4,20,1,2024,evening
